user_id,entropy,cluster
544,0.0,0
801,0.0,0
205,0.0,0
206,0.0,0
572,0.0,0
520,0.0,0
519,0.0,0
220,0.0,0
229,0.0,0
787,0.0,0
784,0.0,0
783,0.0,0
772,0.0,0
240,0.0,0
241,0.0,0
242,0.0,0
252,0.0,0
769,0.0,0
258,0.0,0
515,0.0,0
260,0.0,0
261,0.0,0
266,0.0,0
511,0.0,0
273,0.0,0
755,0.0,0
510,0.0,0
281,0.0,0
282,0.0,0
284,0.0,0
570,0.0,0
578,0.0,0
803,0.0,0
808,0.0,0
134,0.0,0
841,0.0,0
140,0.0,0
143,0.0,0
558,0.0,0
146,0.0,0
147,0.0,0
149,0.0,0
529,0.0,0
155,0.0,0
827,0.0,0
164,0.0,0
824,0.0,0
166,0.0,0
820,0.0,0
170,0.0,0
171,0.0,0
173,0.0,0
818,0.0,0
179,0.0,0
817,0.0,0
816,0.0,0
813,0.0,0
812,0.0,0
811,0.0,0
810,0.0,0
190,0.0,0
191,0.0,0
809,0.0,0
199,0.0,0
133,0.0,0
750,0.0,0
740,0.0,0
489,0.0,0
384,0.0,0
390,0.0,0
485,0.0,0
400,0.0,0
656,0.0,0
404,0.0,0
652,0.0,0
408,0.0,0
410,0.0,0
646,0.0,0
418,0.0,0
636,0.0,0
598,0.0,0
635,0.0,0
427,0.0,0
428,0.0,0
599,0.0,0
431,0.0,0
631,0.0,0
439,0.0,0
441,0.0,0
446,0.0,0
448,0.0,0
451,0.0,0
609,0.0,0
626,0.0,0
616,0.0,0
614,0.0,0
681,0.0,0
743,0.0,0
364,0.0,0
362,0.0,0
732,0.0,0
300,0.0,0
302,0.0,0
304,0.0,0
729,0.0,0
306,0.0,0
728,0.0,0
309,0.0,0
726,0.0,0
725,0.0,0
724,0.0,0
317,0.0,0
720,0.0,0
319,0.0,0
718,0.0,0
713,0.0,0
502,0.0,0
335,0.0,0
341,0.0,0
587,0.0,0
349,0.0,0
695,0.0,0
351,0.0,0
353,0.0,0
355,0.0,0
356,0.0,0
688,0.0,0
687,0.0,0
685,0.0,0
589,0.0,0
842,0.0,0
775,0.0,0
61,0.0,0
111,0.0,0
107,0.0,0
105,0.0,0
100,0.0,0
863,0.0,0
866,0.0,0
88,0.0,0
873,0.0,0
86,0.0,0
78,0.0,0
74,0.0,0
898,0.0,0
905,0.0,0
112,0.0,0
50,0.0,0
47,0.0,0
40,0.0,0
39,0.0,0
36,0.0,0
35,0.0,0
34,0.0,0
33,0.0,0
915,0.0,0
920,0.0,0
547,0.0,0
926,0.0,0
941,0.0,0
3,0.0,0
906,0.0,0
857,0.0,0
611,0.0,0
856,0.0,0
845,0.0,0
126,0.0,0
531,0.0,0
853,0.0,0
129,0.0,0
782,0.04956265005659083,0
186,0.05996015212476477,0
534,0.06719688036269783,0
357,0.07005428087549845,0
518,0.07237778951611745,0
936,0.0740225961475812,0
872,0.0740225961475812,0
624,0.0744466204045084,0
168,0.07575108500341506,0
634,0.07710641981166547,0
423,0.08048483706800685,0
540,0.08151041095033153,0
365,0.08709952319177525,0
507,0.08709952319177525,0
348,0.08709952319177525,0
470,0.08831978220001763,0
104,0.09022197136551838,0
79,0.09087612133300153,0
396,0.0922160573371918,0
733,0.09290237532489827,0
697,0.09430911064540556,0
15,0.09503011725564635,0
413,0.098039113279732,0
939,0.09962338946616205,0
590,0.10126481756679193,0
792,0.10296666046541245,0
717,0.10384132697956511,0
574,0.10473243910508653,0
837,0.10473243910508653,0
463,0.10782795961100161,0
434,0.10847133903591605,0
722,0.11251593411963928,0
486,0.1144366208506772,0
937,0.11690684913753106,0
550,0.11690684913753106,0
63,0.11874771795934891,0
935,0.11924692639624491,0
859,0.11924692639624491,0
501,0.12557498044903107,0
938,0.12693054534140227,0
141,0.12785228888520445,0
26,0.12785228888520445,0
708,0.12974069471942834,0
569,0.12974069471942834,0
673,0.12974069471942834,0
917,0.12974069471942834,0
473,0.12974069471942834,0
477,0.12974069471942834,0
181,0.13023652921201456,0
460,0.13269142083987176,0
526,0.13269142083987176,0
754,0.13269142083987176,0
101,0.1342229641023645,0
324,0.13579395875159386,0
438,0.13579395875159386,0
770,0.13906079845474112,0
595,0.13906079845474112,0
176,0.14076012201547114,0
432,0.1425058673927378,0
2,0.1425058673927378,0
582,0.1425058673927378,0
931,0.14430003545925657,0
752,0.14456531416300214,0
67,0.1461447460085638,0
131,0.1461447460085638,0
238,0.14999492361041503,0
657,0.14999492361041503,0
227,0.14999492361041503,0
706,0.14999492361041503,0
839,0.15200531083620292,0
17,0.15407610367102942,0
819,0.15407610367102942,0
552,0.15407610367102942,0
289,0.15841057013179086,0
277,0.15841057013179086,0
525,0.15841057013179086,0
359,0.15841057013179086,0
735,0.16068056204154624,0
388,0.16302362949436594,0
113,0.16544349608627487,0
440,0.16544349608627487,0
157,0.16544349608627487,0
832,0.167944147734173,0
414,0.167944147734173,0
791,0.167944147734173,0
27,0.167944147734173,0
444,0.1732052067491771,0
139,0.1732052067491771,0
891,0.17597512509762708,0
703,0.17597512509762708,0
580,0.17597512509762708,0
662,0.17884491271684755,0
265,0.17884491271684755,0
637,0.18465190428739703,0
467,0.18490739916777568,0
714,0.18490739916777568,0
159,0.18544869885543638,0
54,0.18703082776025234,0
203,0.18811292741457375,0
651,0.19144408195771734,0
310,0.19144408195771734,0
858,0.19144408195771734,0
644,0.19144408195771734,0
762,0.19144408195771734,0
32,0.19490868718781756,0
596,0.1985152433458726,0
93,0.1985152433458726,0
677,0.19882157810301943,0
66,0.20619205063323187,0
730,0.20619205063323187,0
490,0.20619205063323187,0
834,0.2145591551764051,0
689,0.2145591551764051,0
294,0.2176422807299329,0
192,0.21903252178902116,0
564,0.22371807606583377,0
403,0.22696752250060448,0
108,0.22863187358286127,0
701,0.22863187358286127,0
209,0.22863187358286127,0
45,0.2337916587064593,0
759,0.2337916587064593,0
869,0.2373777983396794,0
923,0.24067990658985275,0
672,0.2509548043576197,0
602,0.2509548043576197,0
581,0.25731864054383163,0
678,0.25731864054383163,0
800,0.25731864054383163,0
793,0.2606370995339223,0
674,0.2617644829090154,0
597,0.2617644829090154,0
825,0.26314153027061915,0
462,0.2706407936167973,0
247,0.2711893730418441,0
120,0.2711893730418441,0
797,0.2711893730418441,0
742,0.2711893730418441,0
482,0.2711893730418441,0
668,0.282600106577289,0
736,0.2868359830561607,0
443,0.2868359830561607,0
649,0.2868359830561607,0
223,0.2904572337746668,0
386,0.2954391918721161,0
257,0.3027344232643354,1
789,0.30463609734923813,1
150,0.3111291548118492,1
628,0.3153962874226617,1
75,0.3202439124894461,1
81,0.32265968510520027,1
895,0.3250829733914482,1
475,0.3250829733914482,1
828,0.32777567610021285,1
879,0.3325942143118925,1
768,0.34840580122776915,1
46,0.34883209584303193,1
68,0.35459882755264893,1
461,0.3557128597468939,1
509,0.3625010217396757,1
549,0.3669249912727096,1
894,0.37207836005444644,1
99,0.39043950319689363,1
893,0.39352145706060226,1
675,0.39537219111499866,1
110,0.3956491027490423,1
699,0.4070332397460261,1
449,0.4100556878380497,1
231,0.410116318288409,1
761,0.41062862837610226,1
84,0.41575887289617347,1
779,0.417476338302775,1
861,0.41763147583118515,1
204,0.4245948513234667,1
852,0.4265104867145486,1
287,0.4296450382988046,1
919,0.43806996843074586,1
904,0.4399782222652544,1
851,0.44596770601500235,1
224,0.45297462024724344,1
517,0.45494375346817745,1
4,0.4563344322932884,1
630,0.46278712745679673,1
314,0.4689760666003123,1
612,0.4709001279172663,1
619,0.4812911196124555,1
909,0.4895518936229288,1
332,0.4954573895859016,1
860,0.501284947824134,1
865,0.5025744706222252,1
459,0.5031465197225341,1
69,0.5062043412849001,1
57,0.5062496927910254,1
925,0.5067352576114266,1
663,0.5080229329315655,1
680,0.5144128335580126,1
274,0.5146567707821681,1
702,0.5225134163226269,1
877,0.5263668784458121,1
445,0.5303966272405902,1
278,0.5305096302300272,1
880,0.5319503059415962,1
145,0.5348698293705879,1
52,0.5363994436897042,1
83,0.5384814771297863,1
336,0.5450337364480633,1
136,0.5458692524645854,1
180,0.5488743844849944,1
548,0.5495306014583485,1
683,0.5496795993764678,1
217,0.5500776443367934,1
137,0.5519400405282622,1
221,0.55886895877073,1
256,0.5595953388286996,1
794,0.5627942878508411,1
910,0.5632423339368433,1
142,0.56930867810557,1
907,0.5695317049858506,1
546,0.5700090252687342,1
557,0.5714083975115882,1
89,0.5811772388053069,1
163,0.5825842452160127,1
345,0.5868755828479992,1
563,0.5905146653114488,1
196,0.5931882307431043,1
55,0.5940241655824705,1
424,0.5979251680126938,1
831,0.5999734492250516,1
822,0.6060252027357298,1
270,0.6106736159643948,1
29,0.6134818943006427,1
119,0.6171761298439605,1
771,0.6185258887915653,1
576,0.61912858631753,1
291,0.6221499993175773,1
255,0.625161807448212,1
555,0.6325366131843582,1
37,0.6330395116644678,1
193,0.635778804636375,1
914,0.6428579130907905,1
374,0.6444689741745236,1
654,0.645060116166402,1
466,0.6453742425318371,1
30,0.6479288116140305,1
721,0.650270777887495,1
422,0.6506819585898257,1
53,0.657598949867696,1
130,0.6589162541540082,1
455,0.6589676669211841,1
320,0.6593105557218597,1
245,0.6631794532105497,1
513,0.6631794532105497,1
117,0.6640485134875176,1
21,0.6700114656362941,1
393,0.6722913859807009,1
874,0.6723962615488854,1
554,0.6733854071226477,1
323,0.6765851847820092,1
676,0.6794554111052853,1
682,0.6795994255534699,1
692,0.6804536337918952,1
174,0.6835383836473913,1
116,0.6875740252996512,1
640,0.6917022799536722,1
715,0.703954461185531,1
464,0.7047328304766876,1
512,0.7091152575824363,1
621,0.709967507790312,1
487,0.712950146122508,1
696,0.7190717543487269,1
551,0.7221287084564667,1
764,0.7260945659436957,1
92,0.7274018927962849,1
871,0.7290578676189831,1
243,0.7299081708855372,1
888,0.7305880613711224,1
49,0.7323143815817827,1
182,0.7363093244249479,1
127,0.7400116657311008,1
109,0.7412783581145185,1
395,0.7438378562553847,1
927,0.7452590480758245,1
829,0.7454090682140051,1
592,0.7472967339249761,1
671,0.7482958616210114,1
442,0.7488470658338372,1
586,0.7509016000741006,1
222,0.7536929298248082,1
500,0.7562055339855924,1
491,0.7579048419744567,1
930,0.7582648132853984,1
249,0.7608857165827779,1
790,0.7619672536237561,1
251,0.7647517908432452,1
276,0.7659645094536376,1
369,0.7749927584562633,1
228,0.7751292747786217,1
106,0.7761075480534071,1
585,0.7779315664011083,1
244,0.7821746210302746,1
655,0.7909584408540862,1
757,0.7920834403833704,1
76,0.7933098568401258,1
216,0.7967424724327565,1
43,0.7982651441192132,1
368,0.8005407842515027,1
453,0.8068427754328259,1
177,0.8076405534453444,1
347,0.8105650331619317,1
197,0.8134980431878347,1
378,0.8136883170947116,1
433,0.8140228720038248,1
162,0.815066342119382,1
121,0.8159341879159371,1
577,0.8184297225361477,1
709,0.8203448940314817,1
195,0.8212316347124549,1
447,0.821758330172842,1
884,0.8220147078218752,1
344,0.835369865801721,1
152,0.8355853126059691,1
303,0.8358090788174748,1
416,0.8375838512744836,1
765,0.8378090821865456,1
144,0.8424643805099926,1
201,0.8429554435553535,1
377,0.8491243245783038,1
594,0.8492687260615328,1
684,0.8497534979842483,1
219,0.8507706302940808,1
286,0.8511602787384147,1
402,0.856272857352037,1
376,0.857174043642079,1
103,0.8577790885148955,1
367,0.8602505895844238,1
633,0.8609142713310545,1
425,0.8610994659919106,1
921,0.8631093221666297,1
280,0.871074185348627,1
19,0.8711332705993319,1
372,0.8716175660442997,1
285,0.871654672225038,1
259,0.8723232016784321,1
399,0.8740982786820068,1
719,0.8765509384534779,1
472,0.8773791163245334,1
24,0.8778959364913119,1
916,0.8816769498388132,1
760,0.8822960878936414,1
658,0.8827675585741377,1
627,0.8840962936984454,1
773,0.88507455405475,1
497,0.8851070721813394,1
588,0.8865342358740866,1
642,0.8900979519651261,1
279,0.8936281006016217,1
727,0.8965211943733158,1
430,0.8965351066594348,1
394,0.8971846130264667,1
493,0.8995532517331868,1
250,0.9006461944008456,1
207,0.9064050954931717,1
584,0.9069847801752021,1
329,0.9082559815273842,1
798,0.9109596303648714,1
226,0.9120645547588805,1
268,0.913005204179661,1
886,0.913324793174914,1
705,0.9144557645181534,1
700,0.9165525293817653,1
476,0.9174228851110902,1
178,0.9188172778039607,1
56,0.925188130193267,1
903,0.9265474106090416,1
943,0.9278674029443531,1
620,0.9291072722404083,1
457,0.9334074565460014,1
629,0.9346923686657307,1
565,0.9354019599438752,1
468,0.937272187677231,1
484,0.9428791740679467,1
135,0.9430960279319333,1
62,0.9465433026754582,1
246,0.9467504670037833,1
436,0.9472665211369197,1
523,0.9484972081508936,1
593,0.9488249570892009,1
375,0.9497916560883588,1
665,0.9499866551809656,1
183,0.9501851019987961,1
267,0.9504561976315028,1
346,0.9508046415383707,1
165,0.9555822111460796,1
363,0.9563051166276629,1
11,0.9600350478908793,1
262,0.96316985100667,1
795,0.9651925822032946,1
1,0.9652694390701867,1
532,0.9655103235081179,1
600,0.9704335223394481,1
864,0.970454468480989,1
435,0.9710009290514909,1
605,0.9718698442133789,1
887,0.9727264308015083,1
158,0.9748695956853188,1
417,0.9790284575881723,1
883,0.9794434234761824,1
854,0.9819845165703677,1
478,0.9824025854423327,1
153,0.9849825930153653,1
922,0.9877181150263935,1
200,0.9933862254644019,1
342,1.0041614119242002,1
647,1.0046927607816316,1
343,1.0083165125751459,1
533,1.0088440398621805,1
844,1.009285837796972,1
933,1.0096013830478174,1
821,1.0097749541466787,1
838,1.010465697971,1
405,1.0109979443646013,1
337,1.0121367758119306,1
560,1.0135891568951678,1
115,1.0135995392535169,1
690,1.0145696137201388,1
711,1.0146138036938126,1
94,1.0214575238529604,1
805,1.0235882326733527,1
723,1.0237155068361252,1
896,1.0241873170834483,1
87,1.0245986513688776,1
579,1.0306482251959395,1
327,1.03398992742855,1
521,1.0354146723902848,1
901,1.0363102686971353,1
8,1.0369988050424344,1
591,1.0411744835197951,1
296,1.0413064927491198,1
902,1.0431253089559167,1
22,1.049302707769224,1
543,1.0515218479026394,1
58,1.0519369336315845,1
606,1.0556502981033429,1
328,1.0568711979885732,1
758,1.0615070396711181,1
185,1.0633892292674914,1
65,1.0635606281785377,1
741,1.071974950833364,1
301,1.0763579614579593,1
889,1.076789939885987,1
331,1.078475171751687,1
283,1.079831072597715,1
297,1.0801601470356572,1
603,1.0830821147321614,1
458,1.0844087917484018,1
420,1.0880701030129585,1
102,1.0887943959820219,1
826,1.0914896485920422,1
352,1.094672331191702,1
38,1.094762229181099,2
940,1.0962171551593636,2
411,1.0969426612236854,2
334,1.101401975206818,2
542,1.1036338648736217,2
541,1.1039450005214801,2
160,1.1061576386859502,2
13,1.108115933618055,2
382,1.1107875646833143,2
746,1.1145068430077514,2
855,1.1157371667598153,2
802,1.118762149141566,2
248,1.1192420997529033,2
483,1.121299830861653,2
566,1.1219124030442809,2
184,1.1221154121334285,2
796,1.1223498012022994,2
538,1.122868090367907,2
80,1.1230946314227777,2
387,1.126063703426544,2
756,1.1275019506194675,2
622,1.129091612530794,2
299,1.133958458506433,2
20,1.1391942351860425,2
198,1.1428079687274006,2
360,1.1465151641235176,2
667,1.1476703210219488,2
707,1.1495320047055795,2
653,1.149554799360366,2
125,1.1506063583555888,2
618,1.1515478921504425,2
751,1.154120105412962,2
774,1.1583639420211758,2
514,1.1601612683433131,2
293,1.1601998561916622,2
648,1.161075706183174,2
777,1.161591334329453,2
42,1.162411146919841,2
429,1.1665126335321168,2
849,1.1674694863059774,2
456,1.1701884900868156,2
885,1.1713303053408577,2
778,1.1731600836198897,2
712,1.174568904987813,2
763,1.1746270055342936,2
330,1.1751354829226965,2
806,1.1770982778228765,2
305,1.1785734191531736,2
788,1.1786829830692944,2
679,1.1800718000291863,2
214,1.1805352876178854,2
823,1.1825988022314375,2
12,1.1869059290050519,2
870,1.1900184298527052,2
785,1.1907232065259765,2
333,1.1917241530182152,2
412,1.194427396576248,2
928,1.1956119571630222,2
494,1.2032588609918928,2
530,1.2048762065511598,2
73,1.2082891175721566,2
64,1.208348788436663,2
315,1.2118898283164459,2
660,1.212602449888334,2
72,1.2155651964913399,2
537,1.2190134831142792,2
14,1.221030342924349,2
392,1.2230962455586105,2
71,1.2242193678257896,2
899,1.2272532960892855,2
211,1.228714544490995,2
504,1.2317023625289754,2
253,1.232778725683772,2
188,1.2336584990161066,2
505,1.2363746302960723,2
545,1.237489682480172,2
639,1.2432301142210664,2
479,1.2444003092635922,2
28,1.2452215899073205,2
358,1.2452660621850766,2
187,1.2461818342978126,2
128,1.2471242493791925,2
318,1.2476294552979281,2
601,1.2480289330740049,2
506,1.2497240501493718,2
361,1.250262833103582,2
82,1.252738983001145,2
354,1.253071956951178,2
212,1.255529673224127,2
737,1.2564212260473566,2
615,1.25929390655854,2
450,1.262676615795242,2
5,1.2638074224663378,2
307,1.2674349332132036,2
397,1.2716773554454943,2
604,1.272546820242055,2
561,1.27391862654544,2
213,1.2764242717370355,2
739,1.277992138395836,2
804,1.2783566511384996,2
781,1.2802733513214284,2
503,1.2812604999832309,2
122,1.2825040251018396,2
882,1.2867945786773853,2
749,1.2880761582524056,2
632,1.2917143354654972,2
738,1.2936101386843624,2
913,1.2953479437956479,2
900,1.2979225473090326,2
264,1.2990054277817218,2
9,1.2995530335744938,2
878,1.3003002352279476,2
691,1.3007700301332186,2
118,1.3007942106834995,2
833,1.3010807824095563,2
156,1.3016609256520295,2
295,1.3028735981519726,2
799,1.3061883841920219,2
924,1.309991960423782,2
271,1.3101830562187518,2
232,1.3105186140061078,2
132,1.3134893265366432,2
559,1.3157776057990465,2
868,1.3209560562685967,2
437,1.3221363472347365,2
664,1.3228352466418567,2
202,1.3259126615833325,2
881,1.3261845980028601,2
471,1.3272580735686685,2
528,1.3292100353420726,2
124,1.3304073932436389,2
669,1.3311463613633496,2
638,1.3333836529596286,2
847,1.3342357704060093,2
508,1.3342503154477123,2
23,1.3346031844109427,2
583,1.3352475040468401,2
608,1.3382157619043773,2
70,1.3383907189986521,2
373,1.3386724432862216,2
867,1.340919599442574,2
661,1.3412881423742304,2
516,1.3418952129979382,2
610,1.3423135099361576,2
16,1.3458436527533455,2
288,1.3459638256095314,2
95,1.3462012386446027,2
613,1.3465111393072355,2
745,1.347327419810573,2
44,1.347419231857423,2
875,1.3510828590746908,2
208,1.35629507047173,2
98,1.3612310864022246,2
41,1.3638386549730102,2
643,1.3649459149467849,2
194,1.3652202421688329,2
710,1.365963427548578,2
269,1.366215581753739,2
876,1.3674813752821864,2
218,1.3681777003225988,2
381,1.3711588900086853,2
571,1.3734685941026816,2
744,1.3738162002389207,2
235,1.3754090408343393,2
59,1.3763672668463571,2
371,1.3767268437607332,2
290,1.3789010466833695,2
498,1.3793472206723043,2
380,1.3793989889566642,2
814,1.3802514516945255,2
292,1.386805192080992,2
625,1.3893397626815356,2
210,1.3907209668259055,2
366,1.3909836096628871,2
311,1.3926080943359496,2
316,1.3956237515221765,2
539,1.401294507186785,2
90,1.407202050758746,2
786,1.409585348045214,2
236,1.4115639177496608,2
575,1.4125886556684384,2
536,1.4133042770517292,2
401,1.4137116674782075,2
846,1.418361121023616,2
454,1.4224639811416167,2
407,1.4248992174002373,2
339,1.4257683799978529,2
747,1.4258307398877599,2
495,1.4272532859987592,2
421,1.4308371299587688,2
524,1.4332610744379701,2
379,1.4333072218825713,2
862,1.4391427892113993,2
897,1.4408921387044495,2
535,1.4445442494975846,2
391,1.4470088399965502,2
641,1.447274719730682,2
607,1.455142835997393,2
151,1.4551609186832835,2
161,1.4629852928764278,2
123,1.4641264748999951,2
693,1.464942522213461,2
77,1.4649451248428749,2
748,1.4680973555097765,2
85,1.4690907511482236,2
385,1.4713949454265227,2
175,1.4719274113883782,2
215,1.4728699729636379,2
734,1.4747149409339118,2
308,1.47516684464007,2
406,1.479258721084093,2
167,1.4813980275804277,2
233,1.4851258498566926,2
18,1.485730004832058,2
623,1.4862361955342855,2
836,1.4883217715339772,2
254,1.492979928815728,2
189,1.4941504158353878,2
31,1.4998338388380534,2
6,1.501209181366716,2
481,1.5014770154048271,2
474,1.503695373572464,2
666,1.5039503057430905,2
753,1.5040855590123512,2
892,1.5065631754180373,2
807,1.506810175167709,2
480,1.509147012277679,2
527,1.5094551475422486,2
496,1.5134598746203598,2
272,1.5148365124894627,2
230,1.5190189433394943,2
830,1.5205310381682868,2
234,1.521884724881291,2
645,1.523352847822521,2
275,1.523398359733159,2
499,1.5244293245383371,2
7,1.5312508649728027,2
850,1.531283934770419,2
488,1.533889384391218,2
492,1.5352991651477192,2
415,1.5454229031935938,2
918,1.547386026060272,2
96,1.547581184118319,2
562,1.5513763111131524,2
452,1.5551549685209425,2
686,1.5558214900467324,2
154,1.562500734736406,2
650,1.5671321696036153,2
843,1.567444614189459,2
172,1.5685086363351275,2
934,1.5701353946024237,2
835,1.5754981399461059,2
465,1.5796294225296306,2
419,1.5819376024426226,2
942,1.5834339593867548,2
409,1.587167297086269,2
10,1.5883126752755403,2
322,1.5908031058396674,2
389,1.5916442530394455,2
148,1.5938754443391323,2
298,1.5939635497615205,2
908,1.5956258279737305,2
383,1.6122748837939005,2
340,1.6158729917470884,2
815,1.6338835810022505,2
313,1.6445716768049263,2
239,1.6463403112168393,2
263,1.6499098864605681,2
225,1.651817546649025,2
370,1.6522875257000407,2
617,1.6524719177120324,2
114,1.6525275316233417,2
138,1.6579896062567494,2
169,1.661115785805744,2
522,1.6623595623216598,2
659,1.6680743650949816,2
556,1.6701763335665456,2
398,1.6723771802422238,2
325,1.672462270587835,2
97,1.6725274824685865,2
767,1.6769895188453,2
51,1.6809500969269267,2
91,1.682611882856563,2
48,1.6835457974823147,2
776,1.6852261184714803,2
25,1.6905918690561208,2
716,1.702289881063826,2
780,1.710762069802329,2
929,1.7117789929294664,2
731,1.7229502845037268,2
848,1.7260499923407666,2
840,1.7311923762354646,2
326,1.761280794476619,2
321,1.7642918015465163,2
890,1.7665010580301312,2
670,1.7721390798405343,2
911,1.778940416453747,2
573,1.7815358279436366,2
350,1.7887140313095602,2
698,1.7971376188083046,2
704,1.8045709946325432,2
694,1.8069481617607834,2
237,1.8083394930292531,2
766,1.8193286934006578,2
932,1.820855518212983,2
912,1.821761127471996,2
60,1.829626771297471,2
469,1.8352234590547525,2
567,1.83540781989635,2
553,1.8499379548631936,2
312,1.858054429566554,2
338,1.8595979209301177,2
426,1.861484797873538,2
568,1.8756001253229235,2
